,Unnamed: 0.1,Unnamed: 0,comment
742,742,742,pada cekak pikiranya itu hanya dibilang goblok  dari lisan yg selalu baik penjual  s  bisa kejatuhan rezekimasyaalloh coba yg bilang pendakwa yg mulutnya sering caci maki yg kotor bilang gobllok  ada yg ngajak umroh  saya yakin itu reflek dan candaan sdh minta maaf itu sdh luar bisa pada cekak pikiranyapada ego bukanya sy  membela gus mifta
743,743,743,makanya jangan asalasalan ngomong introspeksi diri
744,744,744,mendingan jadi pelawak itu malah cocokgak usah berlagak pake nangis sgalagak usah exting
745,745,745,bukan kesadarn loh gus tapi dh bnyak masyarakat supaya loh d pecat sm pak prabowobisa aj loh komentar
746,746,746,jiwa satria yg perlu d contoh
747,747,747,hahahaha pan nangis miptah kmu bkn pecramah tpi tukang obat keliling mip
748,748,748,ceramah gx berpaedah
749,749,749,syukur dah tenang 
750,750,750,semangat gus jabatan jangan di tangisijadi pendakwah yg ikhlas lebih mulia di hadapan allah
751,751,751,mewek
752,752,752,penyesalan itu datang diakhirdan rasa bersalah itu kita anggap suatu dosa semoga kejadian ini tidak terulang lagi untuk gus gus yang lainkarena sejatinya semua makhluk adalah samatiada berbedadan tidak ada yang bisa membedakaningat alloh maha penyayang untuk semua umat dan hambanya
753,753,753,menangis krn dapat tekanan ya menangis krn mundur jabatan yaintinya gila jabatangk sebanding kamu ngomong pelecehan ke orang sekarang menangisbagus lah klo miftah mundur 
754,754,754,salahe gus miftah saja manfaat untuk orang lain apalagi beneresaya tahu gus miftah itu kasar  tapi gus miftah itu orang yg menyanyangi orang lainjuga sangat menghormati isterinya maka rezekinya lancar
755,755,755,mungkin alloh juga memaaf kan masa sesama manudia tdk memaaf kan ssmpei hrs undur diri
756,756,756,ngono ko nangis garangnya mulutmu kepada orang lemah seperti penjual es waktu itu sekarang nangis
757,757,757,loe enggak pantas jadi kyai  loe itu bisanya menghina pedagang kecil
758,758,758,jngn nangis dong jantan jantandongko nangis sihmalu lah
759,759,759,udah biasa hina orang bukan kecoplosan itu bagus lah dia mundur
760,760,760,demi  indonesia maju
761,761,761,ngapin menangis
762,762,762,alah gk usah berdalilkenyataannya mulut kamu kotortingkah lakumu menjijikkan
763,763,763,syukurlah kl anda sadar diri untuk mengundurkan diri
764,764,764,preeeeeeeeettttttttt
765,765,765,ah sku mah tdk setuju
766,766,766,sabar bos inggat tihan
767,767,767,ngajari adab ga iso nglakoni gus gus sedih aku gus
768,768,768,ngaku hilap setiap ceramah maki org lain kapan membuat benar sama bangsa indonesia
769,769,769,kalau dinilai dr kaca mata hakikat gus miftah ya ga salah  krn dibuat alat atau lantaran utk mengangkat derajat si penjual es
770,770,770,diambil hikmahnya di lihat dari segala sisi sudut pandang mungkin sudah takdir dan kehendak alloh swt untuk mengakat derajatnya bapak sunhaji dg cara menhadiri acara mas miftah
771,771,771,alhamdulillah
772,772,772,tertekan ni ya 
773,773,773,viral ucapan kontroversi tepatkah gus miftah mundur
774,774,774,gus miftah manusia yg gak beradabdasar munafik
775,775,775,seharus nya tdk hrs mundur nama nya juga mnusia gus juga mnusia ga sampei segituh nya
776,776,776,mangkanya ngaji rasa gus mulut mu adalah harimau mu
777,777,777,ceramah gus sudah tak ada maknanya lg buat malu gus2 saja bagus kau undur kerna tak layak kau bergelar gus
778,778,778,mantap
779,779,779,syukurlah kalau sadar diri
780,780,780,bagus jika mundur buat malu aja sebagai ustadz
781,781,781,ga usah nangis lah g ad guna y g tau diri ustad ko koyo ngene
782,782,782,nangis di buat2 sombong si u asal ceramah saya mau di angkat jadi mentri agama sama prabowo saya tolakskrng mlh ancur krna kesombongan
783,783,783,amin yang sabar pak ustazd mungkin allah berkehendak lain semoga gus selalu di beri hidayah
784,784,784,bahahahamantap
785,785,785,smua manusia py kekurangan bs hilaf  yg comen jgn byk bacot
786,786,786,itu baru bener mas gusssss
787,787,787,ya bagus la kau mundur
788,788,788,nagis darah pun aku tak kasian mulut pedas lagi menjabat
789,789,789,jd kan prlajaran pengalaman ok
790,790,790,sangat ksatria semangat gus miftah
791,791,791,mulutmu adalah harimaumu
792,792,792,percayalah allah bersama kita gus 
793,793,793,mk ya gus walau sudah di atas tetap andap angsor adap itu jauh lebih penting dr pada ilmu  orang yg beradap sudah pasti berilmu sekarang bnyk orang yg berilmu pinter tp adap ya salah kaprah semoga kedepan ya bs berubah menjadi lebih baik lg gus miftah
794,794,794,emange kudune kya kwe 
795,795,795,ngapain pakek nanges barang cengeng ter nyata kau
796,796,796,isigfar kau jangan ngejek orang menghina orangjangan nangisitu ulah kau
797,797,797,anak sd juga bisa klo baca artinya
798,798,798,syukur dah kalau mundur
799,799,799,bagus banyak yg lain pak yg lebih pantas
800,800,800,allhamdulillah 1 orang munafik sudah mulai sadar sedikit
801,801,801,dungo dinungo gus miftah
802,802,802,ke presiden minta maafnya sambil nangis ke penjual es minta maafnya sambil bercanda
803,803,803,oalah gus miftah  yg sabar kita ambil hikmah nya gus mungkin alloh beri cobaan pada gus semoga gussemiga gus legowo dan di angkat drajatnya oleh alloh yg udah ya udah gus kita ke depan jalan ber hati hati gih gus
804,804,804,semangat gusmanusia tidak ada yang sempurna 
805,805,805,luar biasa hebatgus miftah hebat rendah hatiperlu dicontohi
806,806,806,gampang loh komentar tpi jalani pada dri kita sendiri itu susah
807,807,807,baguslah
808,808,808,cuba di ambil hikmahnya kalau gk gara gara gus mitfah penjual es teh gk mungkin dapet ratusan juta 
809,809,809,ustad sama kyai dikampung saya lebih beradap dan sopan dari segi lisan dan bahasa tidak seperti sampean gus menurut saya blm pantas sampean jdi tokoh agama yg selalu ceramah dmn2 tapi prilaku anda sangat merendahkan orang lain dan menghina orang terlepas dari itu sama jah kau menghina ciptaan gusti allah swt salam santun dari saya rakyat biasa yg tinggal di pagentongan bogor tubagus mama falaq 
810,810,810,etika sopan santun totokromo rak njih kedah di agem to mas miftah nopo maleh panjenengan meniko panutan
811,811,811,kualat
812,812,812,yg dikutip ayat ttg jabatan kenapa ga hadist berkata yg baik atau diam 
813,813,813,kalau perlu jangan ceramah lagi merusak banyak orang
814,814,814,adab lbh tinggi tingkatan nya di atas ilmu adab gk ber ilmu ya kurang lengkapap lagi ber ilmu gak ber adab eman lah
815,815,815,yo pancen kudu sadar
816,816,816,baca ayat alquran nya bukan baca artinya katanya miftah kiyaikalau baca artinya anak sd juga bisa kalau miftah gak bisa baca quran suruh yg di samping ente yg ikut tertawa ngakak yg katanya dia juga kiai yang punya pesantren ente bukan pendakwah agama tapi ente menjual agama
817,817,817,memang lidah tdk bertulang 
818,818,818,bagus kalo mengundurkan diriberarti anda tau dirisetelah ini usman ali yg harus diusut tertawanya sangat melecehkan sekali
819,819,819,lantaran gus miftah  bpk si bkul es ky mendadak  donasi datang dr penjuru yutuber
820,820,820,kapok 
821,821,821,mungkin gus miftah hilaf  manusia ada hilafnya maka kalo toh kebanyakan gurau kbanyakan kepricut omongapalagi seorang dai kan seharusnya hati hati dan penuh tatakrana pada siapapun bgtu mnurun aku
822,822,822,alhamdulillah  sipreman diskotik imi mundur juga
823,823,823,ngapain nangis
824,824,824,bagus lah
825,825,825,alhamdulillah ustadz2 ga jelas mulai alloh buka aib2nya
826,826,826,tangisan biawak
